venue,year,identifier,comment
CIDR,,conf/cidr/cidr2003
CIDR,,conf/cidr/cidr2005
CIDR,,conf/cidr/cidr2007
CIDR,,conf/cidr/cidr2009
CIDR,,conf/cidr/cidr2011
CIDR,,conf/cidr/cidr2013
CIDR,,conf/cidr/cidr2015
CIDR,,conf/cidr/cidr2017
CIDR,,conf/cidr/cidr2019
CIDR,,conf/cidr/cidr2020
EDBT,,conf/edbt/edbt88
EDBT,,conf/edbt/edbt90
EDBT,,conf/edbt/edbt92
EDBT,,conf/edbt/edbt94
EDBT,,conf/edbt/edbt96
EDBT,,conf/edbt/edbt98
EDBT,,conf/edbt/edbt2000
EDBT,,conf/edbt/edbt2002
EDBT,,conf/edbt/edbt2004
EDBT,,conf/edbt/edbt2006
EDBT,,conf/edbt/edbt2008
EDBT,,conf/edbt/edbt2009
EDBT,,conf/edbt/edbt2010
EDBT,,conf/edbt/edbt2011
EDBT,,conf/edbt/edbt2012
EDBT,,conf/edbt/edbt2013
EDBT,,conf/edbt/edbt2014
EDBT,,conf/edbt/edbt2015
EDBT,,conf/edbt/edbt2016
EDBT,,conf/edbt/edbt2017
EDBT,,conf/edbt/edbt2018
EDBT,,conf/edbt/edbt2019
EDBT,,conf/edbt/edbt2020
ICDE,,conf/icde/icde84
ICDE,,conf/icde/icde86
ICDE,,conf/icde/icde87
ICDE,,conf/icde/icde88
ICDE,,conf/icde/icde89
ICDE,,conf/icde/icde90
ICDE,,conf/icde/icde91
ICDE,,conf/icde/icde92
ICDE,,conf/icde/icde93
ICDE,,conf/icde/icde94
ICDE,,conf/icde/icde95
ICDE,,conf/icde/icde96
ICDE,,conf/icde/icde97
ICDE,,conf/icde/icde98
ICDE,,conf/icde/icde99
ICDE,,conf/icde/icde2000
ICDE,,conf/icde/icde2001
ICDE,,conf/icde/icde2002
ICDE,,conf/icde/icde2003
ICDE,,conf/icde/icde2004
ICDE,,conf/icde/icde2005
ICDE,,conf/icde/icde2006
ICDE,,conf/icde/icde2007
ICDE,,conf/icde/icde2008
ICDE,,conf/icde/icde2009
ICDE,,conf/icde/icde2010
ICDE,,conf/icde/icde2011
ICDE,,conf/icde/icde2012
ICDE,,conf/icde/icde2013
ICDE,,conf/icde/icde2014
ICDE,,conf/icde/icde2015
ICDE,,conf/icde/icde2016
ICDE,,conf/icde/icde2017
ICDE,,conf/icde/icde2018
ICDE,,conf/icde/icde2019
ICDE,,conf/icde/icde2020
SIGMOD,,conf/sigmod/sigmod75
SIGMOD,,conf/sigmod/sigmod76
SIGMOD,,conf/sigmod/sigmod77
SIGMOD,,conf/sigmod/sigmod78
SIGMOD,,conf/sigmod/sigmod79
SIGMOD,,conf/sigmod/sigmod80
SIGMOD,,conf/sigmod/sigmod81
SIGMOD,,conf/sigmod/sigmod82
SIGMOD,,conf/sigmod/sigmod83
SIGMOD,,conf/sigmod/sigmod84
SIGMOD,,conf/sigmod/sigmod85
SIGMOD,,conf/sigmod/sigmod86
SIGMOD,,conf/sigmod/sigmod87
SIGMOD,,conf/sigmod/sigmod88
SIGMOD,,conf/sigmod/sigmod89
SIGMOD,,conf/sigmod/sigmod90
SIGMOD,,conf/sigmod/sigmod91
SIGMOD,,conf/sigmod/sigmod92
SIGMOD,,conf/sigmod/sigmod93
SIGMOD,,conf/sigmod/sigmod94
SIGMOD,,conf/sigmod/sigmod95
SIGMOD,,conf/sigmod/sigmod96
SIGMOD,,conf/sigmod/sigmod97
SIGMOD,,conf/sigmod/sigmod98
SIGMOD,,conf/sigmod/sigmod99
SIGMOD,,conf/sigmod/sigmod2000
SIGMOD,,conf/sigmod/sigmod2001
SIGMOD,,conf/sigmod/sigmod2002
SIGMOD,,conf/sigmod/sigmod2003
SIGMOD,,conf/sigmod/sigmod2004
SIGMOD,,conf/sigmod/sigmod2005
SIGMOD,,conf/sigmod/sigmod2006
SIGMOD,,conf/sigmod/sigmod2007
SIGMOD,,conf/sigmod/sigmod2008
SIGMOD,,conf/sigmod/sigmod2009
SIGMOD,,conf/sigmod/sigmod2010
SIGMOD,,conf/sigmod/sigmod2011
SIGMOD,,conf/sigmod/sigmod2012
SIGMOD,,conf/sigmod/sigmod2013
SIGMOD,,conf/sigmod/sigmod2014
SIGMOD,,conf/sigmod/sigmod2015
SIGMOD,,conf/sigmod/sigmod2016
SIGMOD,,conf/sigmod/sigmod2017
SIGMOD,,conf/sigmod/sigmod2018
SIGMOD,,conf/sigmod/sigmod2019
SIGMOD,,conf/sigmod/sigmod2020
VLDBJ,,journals/vldb/vldb1
VLDBJ,,journals/vldb/vldb2
VLDBJ,,journals/vldb/vldb3
VLDBJ,,journals/vldb/vldb4
VLDBJ,,journals/vldb/vldb5
VLDBJ,,journals/vldb/vldb6
VLDBJ,,journals/vldb/vldb7
VLDBJ,,journals/vldb/vldb8
VLDBJ,,journals/vldb/vldb9
VLDBJ,,journals/vldb/vldb10
VLDBJ,,journals/vldb/vldb11
VLDBJ,,journals/vldb/vldb12
VLDBJ,,journals/vldb/vldb13
VLDBJ,,journals/vldb/vldb14
VLDBJ,,journals/vldb/vldb15
VLDBJ,,journals/vldb/vldb16
VLDBJ,,journals/vldb/vldb17
VLDBJ,,journals/vldb/vldb18
VLDBJ,,journals/vldb/vldb19
VLDBJ,,journals/vldb/vldb20
VLDBJ,,journals/vldb/vldb21
VLDBJ,,journals/vldb/vldb22
VLDBJ,,journals/vldb/vldb23
VLDBJ,,journals/vldb/vldb24
VLDBJ,,journals/vldb/vldb25
VLDBJ,,journals/vldb/vldb26
VLDBJ,,journals/vldb/vldb27
VLDBJ,,journals/vldb/vldb28
VLDBJ,,journals/vldb/vldb29
VLDB,,conf/vldb/vldb75
VLDB,,conf/vldb/vldb76
VLDB,,conf/vldb/vldb77
VLDB,,conf/vldb/vldb78
VLDB,,conf/vldb/vldb79
VLDB,,conf/vldb/vldb80
VLDB,,conf/vldb/vldb81
VLDB,,conf/vldb/vldb82
VLDB,,conf/vldb/vldb83
VLDB,,conf/vldb/vldb84
VLDB,,conf/vldb/vldb85
VLDB,,conf/vldb/vldb86
VLDB,,conf/vldb/vldb87
VLDB,,conf/vldb/vldb88
VLDB,,conf/vldb/vldb89
VLDB,,conf/vldb/vldb90
VLDB,,conf/vldb/vldb91
VLDB,,conf/vldb/vldb92
VLDB,,conf/vldb/vldb93
VLDB,,conf/vldb/vldb94
VLDB,,conf/vldb/vldb95
VLDB,,conf/vldb/vldb96
VLDB,,conf/vldb/vldb97
VLDB,,conf/vldb/vldb98
VLDB,,conf/vldb/vldb99
VLDB,,conf/vldb/vldb2000
VLDB,,conf/vldb/vldb2001
VLDB,,conf/vldb/vldb2002
VLDB,,conf/vldb/vldb2003
VLDB,,conf/vldb/vldb2004
VLDB,,conf/vldb/vldb2005
VLDB,,conf/vldb/vldb2006
VLDB,,conf/vldb/vldb2007
VLDB,,journals/pvldb/pvldb1
VLDB,,journals/pvldb/pvldb2
VLDB,,journals/pvldb/pvldb3
VLDB,,journals/pvldb/pvldb4
VLDB,,journals/pvldb/pvldb5
VLDB,,journals/pvldb/pvldb6
VLDB,,journals/pvldb/pvldb7
VLDB,,journals/pvldb/pvldb8
VLDB,,journals/pvldb/pvldb9
VLDB,,journals/pvldb/pvldb10
VLDB,,journals/pvldb/pvldb11
VLDB,,journals/pvldb/pvldb12
VLDB,,journals/pvldb/pvldb13
DKE,,journals/dke/dke1
DKE,,journals/dke/dke2
DKE,,journals/dke/dke3
DKE,,journals/dke/dke4
DKE,,journals/dke/dke5
DKE,,journals/dke/dke6
DKE,,journals/dke/dke7
DKE,,journals/dke/dke8
DKE,,journals/dke/dke9
DKE,,journals/dke/dke10
DKE,,journals/dke/dke11
DKE,,journals/dke/dke12
DKE,,journals/dke/dke13
DKE,,journals/dke/dke14
DKE,,journals/dke/dke15
DKE,,journals/dke/dke16
DKE,,journals/dke/dke17
DKE,,journals/dke/dke18
DKE,,journals/dke/dke19
DKE,,journals/dke/dke20
DKE,,journals/dke/dke21
DKE,,journals/dke/dke22
DKE,,journals/dke/dke23
DKE,,journals/dke/dke24
DKE,,journals/dke/dke25
DKE,,journals/dke/dke26
DKE,,journals/dke/dke27
DKE,,journals/dke/dke28
DKE,,journals/dke/dke29
DKE,,journals/dke/dke30
DKE,,journals/dke/dke31
DKE,,journals/dke/dke32
DKE,,journals/dke/dke33
DKE,,journals/dke/dke34
DKE,,journals/dke/dke35
DKE,,journals/dke/dke36
DKE,,journals/dke/dke37
DKE,,journals/dke/dke38
DKE,,journals/dke/dke39
DKE,,journals/dke/dke40
DKE,,journals/dke/dke41
DKE,,journals/dke/dke42
DKE,,journals/dke/dke43
DKE,,journals/dke/dke44
DKE,,journals/dke/dke45
DKE,,journals/dke/dke46
DKE,,journals/dke/dke47
DKE,,journals/dke/dke48
DKE,,journals/dke/dke49
DKE,,journals/dke/dke50
DKE,,journals/dke/dke51
DKE,,journals/dke/dke52
DKE,,journals/dke/dke53
DKE,,journals/dke/dke54
DKE,,journals/dke/dke55
DKE,,journals/dke/dke56
DKE,,journals/dke/dke57
DKE,,journals/dke/dke58
DKE,,journals/dke/dke59
DKE,,journals/dke/dke60
DKE,,journals/dke/dke61
DKE,,journals/dke/dke62
DKE,,journals/dke/dke63
DKE,,journals/dke/dke64
DKE,,journals/dke/dke65
DKE,,journals/dke/dke66
DKE,,journals/dke/dke67
DKE,,journals/dke/dke68
DKE,,journals/dke/dke69
DKE,,journals/dke/dke70
DKE,,journals/dke/dke71
DKE,,journals/dke/dke72
DKE,,journals/dke/dke73
DKE,,journals/dke/dke74
DKE,,journals/dke/dke75
DKE,,journals/dke/dke76,This is Volume 76-78
DKE,,journals/dke/dke79
DKE,,journals/dke/dke81,This is Volume 81-82
DKE,,journals/dke/dke83
DKE,,journals/dke/dke84
DKE,,journals/dke/dke85
DKE,,journals/dke/dke86
DKE,,journals/dke/dke87
DKE,,journals/dke/dke88
DKE,,journals/dke/dke89
DKE,,journals/dke/dke90
DKE,,journals/dke/dke91
DKE,,journals/dke/dke92
DKE,,journals/dke/dke93
DKE,,journals/dke/dke94
DKE,,journals/dke/dke95
DKE,,journals/dke/dke96,This is Volume 96-97
DKE,,journals/dke/dke98
